,ds,Unnamed: 1,count,hate_speech,offensive_language,neither,class,tweet,id
9252,td,9280,0,0,0,0,1,@peighxo @baestation bitch got arms like piccolo,
22076,td,22104,0,0,0,0,1,RT @maycie32: @Whitecholo23 ya by being your bitch;),
25685,td,25713,0,0,0,0,1,You better work bitch,
1456,c,1476,0,0,0,0,2,How can we prevent behavioral impact of W.S. myth by ONLY attacking Black people compromised by it? Attack the compromiser! Or R U scared?,8.77218508341379E+017
16287,td,16315,0,0,0,0,1,Play some ' fuck bitches get money ' music,
18823,td,18851,0,0,0,0,1,RT @MasterChefSweg: Basic bitch starter pack http://t.co/ehE4QBUVuJ,
12549,td,12577,0,0,0,0,1,I can't ever eat roast beef anymore without thinkin bout dark skin twat.. thanks a lot twitter/ig,
20041,td,20069,0,0,0,0,1,RT @ThatDamnHAM: @NapturallyDev @HeyJaiiiii @_halfCRAZY610 lol bitch you've put lotion on my butt &amp; orajel in my mouth. You'd paint my toes&#8230;,
24448,td,24476,0,0,0,0,1,This bitch weave game serious https://t.co/DRknioe6vh,
7363,td,7391,0,0,0,0,2,@TheLittleFella_ do yourself a favor and ball that up and throw in the trash.,
11309,td,11337,0,0,0,0,1,"Dudes kill me with that ""I wouldn't mess with Khloe Kardashian if she ain't have money"" I've seen the hoes y'all be hitting get real",
11134,td,11162,0,0,0,0,2,Designer belt with a trash fit is still trash..,
17405,td,17433,0,0,0,0,2,RT @DennisssBeauty: @VivaLaZulema looked like Princess Bella in that yellow dress&#128120;&#128120;,
22333,td,22361,0,0,0,0,1,RT @redbonejasssy: She said I got to many hoes,
11018,td,11046,0,0,0,0,0,DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#8220;U Sellout Uncle Tom Ass N*gger&#8221; http://t.co/vcBWzkyeDv,
2240,c,2261,0,0,0,0,2,@Independent Many more would not have been murdered in Manchester London Bridge and Borough Market if it hadn't been for Islam huh?,8.75011779339932E+017
5198,td,5226,0,0,0,0,1,@CapoDaAssHole @Alejandro_Bihhh whatever turn them hoes on z-Ro ain't gone get the bitch wet,
2772,td,2796,0,0,0,0,1,@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch- oh My God,
3402,td,3430,0,0,0,0,1,&#128514;&#128514; &#8220;@JusDahl &#8220;@JustKorey &#8220;@JusDahl: Y'all have boring sex.&#8221; Nope.. I lick the side of my bitch face when I'm hittin it from the back&#8221;&#8221;,
21488,td,21516,0,0,0,0,1,RT @gorgeous__gab: People person so you know lil gabby got hoes &#128129;,
9761,td,9789,0,0,0,0,1,@xJaai they act like they earned the subs curse has haha bitch you wasn't in #Disfigure,
17601,td,17629,0,0,0,0,1,RT @Faz____: I convinced hitler was a faggit no bitches no kids all those leather uniforms wanted to be alone with his closest men lock&#8230;,
22696,td,22724,0,0,0,0,0,RT @uncledaddy69: @weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.,
18499,td,18527,0,0,0,0,0,RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,
21934,td,21962,0,0,0,0,1,RT @leek_porter21: &#8220;@_1MDot: I hate a always wanna smoke but aint got no money as nigga/bitch like bye falisha&#8221;&#128514;&#128514;&#128514;,
7861,td,7889,0,0,0,0,1,@_theDarius bitch.,
20498,td,20526,0,0,0,0,1,RT @WhoSFlyy__: i was ready to delete my entire instagram app when i found out one of my IG crushes was selling pussy on backpage for $75 f&#8230;,
22322,td,22350,0,0,0,0,1,RT @rarebreedkena: shoutout to @OGMaco bitch you guessed it remix shit is &#128293;&#128293;&#128293;,
12261,td,12289,0,0,0,0,1,Hit a bitch with a car bomb.,
121,c,121,0,0,0,0,0,RT @TSpriDeplorable: And this is the reason the TRAVEL BAN must go into effect Do we want that to happen in The United States? #BanMuslims…,8.75001277377159E+017
14452,td,14480,0,0,0,0,1,Ive got the best friends a functioning retard could have.,
5787,td,5815,0,0,0,0,1,@HeavensWay_ 2nd and last time I'll ever call you that faggot,
21979,td,22007,0,0,0,0,1,RT @lilduval: This bitch is pregnant dancing her heart out for me and I'm on Instagram. I'm an asshole http://t.co/qOXkqByxHE,
18112,td,18140,0,0,0,0,1,RT @ItsWaltBitch: meth brownies,
3798,td,3826,0,0,0,0,1,&#8220;@Laneishaaaa: @Thompson_Era pretty boy face&#8221;  Awee thanks faggot,
1962,c,1982,0,0,0,0,2,There never used to be evidence linking smoking to lung cancer either. https://t.co/RbKBwt3btJ,8.74908276609221E+017
980,c,980,0,0,0,0,2,THE BRIGHT SIDE OF THE OPIOD EPIDEMIC IS THAT THE COPS DISPROPORTIONATELY KILL AND JAIL MORE BLACKS. https://t.co/XdBhSGPrn4,8.77236244803093E+017
20966,td,20994,0,0,0,0,0,RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;,
9072,td,9100,0,0,0,0,1,@mattrbennett209 try some 2 Chainz. I heard he has some big booty hoes.,
428,c,428,0,0,0,0,0,leftists islamists cannot coexist with a peaceful society. #eradicateliberalism #BanIslam #DeportALLmuslims https://t.co/lvFZjXBh6N,8.75799033423331E+017
2760,td,2784,0,0,0,0,1,@fIirting: HE'S DOING IT RIGHT &#128525;&#128120;&#128158; http://t.co/JZKkiVUVjC no bitches smh,
9512,td,9540,0,0,0,0,1,@stackmodus Oh yeah the HPV shot swells like a bitch. Put some ice on it for a bit if you want it'll go down eventually.,
4449,td,4477,0,0,0,0,1,' Beat the pussy up till its red like rosters and after I fuck I get to moovin like the hoovas &#1040784;&#9996;&#65039; .,
24175,td,24203,0,0,0,0,1,These bitches washed up ain't no soap involved.,
27027,td,27055,0,0,0,0,2,today i start breaking in a new pair of docs have mercy on my soles,
23015,td,23043,0,0,0,0,1,SEE!! I TOLD y'all Nikko was holding her ass up!! That bitch ain't got no upper body strength!!!,
19278,td,19306,0,0,0,0,1,RT @PRAYINGFORHEAD: no sex bitch i only want the decks bitch (yu-gi-oh),
1388,c,1408,0,0,0,0,2,Finsbury Park attack: 'It's a shame they couldn't hire a tank' son of van owner reportedly says:…… https://t.co/0XYv5LNMls,8.77216890761863E+017
2726,td,2750,0,0,0,0,1,@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard I see that you're mad about this.,
9002,td,9030,0,0,0,0,1,@lil_TR1LL can't wait 2 see my bitch tmrw #gatsby #l00py,
6778,td,6806,0,0,0,0,1,@OprahSideNigga @95ToInfinite  exotic bitches do exotic things these hoes aint loyal,
8743,td,8771,0,0,0,0,1,@justezzzee bitch you look like one of the characters off of Sesame Street which yo ugly ass.,
21557,td,21585,0,0,0,0,1,RT @iAmLekan_: Lmaoo nigger is scared &#128540; &#8220;@Damolabond: So results are supposed to be out today Lol lol&#8221;,
5048,td,5076,0,0,0,0,2,@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?,
6688,td,6716,0,0,0,0,1,@Negroizzle @AnastasiaPacana @IHeinz2012 @R3lentlssTr0ll @M_Overture i trusted you queer cakes! wheres the passion? she made me do it dammit,
23535,td,23563,0,0,0,0,1,Sooooooo true but I'm the pussy monsta http://t.co/2vhaCeQ4,
7484,td,7512,0,0,0,0,1,@TryHardSilva thisty hoe,
22218,td,22246,0,0,0,0,1,RT @ogkaykay_: y'all hoes so annoying &#128530;,
9421,td,9449,0,0,0,0,1,@sbsylvester yo bitch talk about lamp u not on my level do u even know fussy look like stop looking porn kid,
9298,td,9326,0,0,0,0,1,@princesshil21 if you hate men so much why you trying to look like one? Stupid little cunt,
20984,td,21012,0,0,0,0,1,RT @amazingatheist: America is like a drunken redneck flailing his fists around raving incoherently. He's kind of funny but also you'r ...,
26824,td,26852,0,0,0,0,1,retweeting ah bitch tweet is flirting nowadays,
16871,td,16899,0,0,0,0,1,RT @BongRipBo: @Thompson_Era Muhammad Ali. Roy Gracie out this hoe,
16008,td,16036,0,0,0,0,1,Okay so I know I'm like ten years late but I freaking HATE Ana Sofia from Lost fuck that dumb bitch wtf is her problem &#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;,
10418,td,10446,0,0,0,0,1,Being a girl sucks. We have to deal with periods making us a bitch shaving our legs on a daily basis and worrying about what we eat.,
6824,td,6852,0,0,0,0,0,@PaulMoon8 @yurista4life @justinmiculka01 you fuckin Yankees I'll be there in 2 months I'll meet you pussy,
14151,td,14179,0,0,0,0,1,Im allowed to trip on my bitch  she cant trip on me tho,
22289,td,22317,0,0,0,0,1,RT @prettykells: &#8220;@100046729: @Leelucas_ bitch you not coming http://t.co/GXpfoLusXB&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,
10733,td,10761,0,0,0,0,1,Can Dick Sherman get caught doing blow of a tranny hooker some time soon please? Preferably Pete Carroll,
12633,td,12661,0,0,0,0,1,I don't fuck with these niggas cause they shady I don't fuck with these bitches all they want is to have my baby,
12539,td,12567,0,0,0,0,1,I can't STAND an ex that won't let go like bitch get a life ain't nobody stuntin yo ass&#128553;,
19025,td,19053,0,0,0,0,0,RT @NYTMinusContext: kill whitey,
16004,td,16032,0,0,0,0,1,Okay I'm gonna need for everyone to stop calling Rihanna a hoe  k thanks .,
8225,td,8253,0,0,0,0,1,@daisymcgarr My knee won't let me wander around much so I just make a few trips and look at the fat girls-- redneck porn--Wal-Mart,
13613,td,13641,0,0,0,0,1,I'll still let the plastic bitch do her dollar @DigHerLow.,
20068,td,20096,0,0,0,0,1,RT @TheBloodShow: Ugly hoes be the loudest .. u need to duck off &amp; hide yourself frfr,
19361,td,19389,0,0,0,0,1,RT @PornPunter: I love how sweet girls have sweet pussies http://t.co/JprbhUXfdP,
16054,td,16082,0,0,0,0,1,On this 2k14 Online hitting on these niggah &#128514;&#128514;&#128514;&#128514;&#128076;,
1972,c,1992,0,0,0,0,2,"Roxane Gay on how our culture hates fat people: it will not make ""a space for you to fit"" https://t.co/X1KvMyAnAx",8.74996367806144E+017
905,c,905,0,0,0,0,2,@YorkshireBoyz @maibamsakarine @mehdirhasan All terrorism org funded by US since Bush Sr. No muslim ind or comunity… https://t.co/QO8urk1raj,8.77239767917777E+017
3035,td,3063,0,0,0,0,1,You and yo boys some pussy cats.,
7325,td,7353,0,0,0,0,1,@ThatFalconGirl I love you hoe!! Hahahhaa &#128536;&#128536;&#128536;&#128536;&#128536; #UglyAss,
4125,td,4153,0,0,0,0,1,&#8220;@almightyburr: gotta buy those anti-slip shoes so these hoes won't catch me slipping&#8221;,
12514,td,12542,0,0,0,0,1,I bitch a lot but it's coo,
15081,td,15109,0,0,0,0,1,Looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90's movie,
1483,c,1503,0,0,0,0,0,Choudry these are normal muslims really so we can all burn in hell very ordinary behaviour indeed bang em all away https://t.co/eM2oOBJbZi,8.7502407324765E+017
8944,td,8972,0,0,0,0,0,@kitten_nugget69 stfu dyke looking hoe.,
99,c,99,0,0,0,0,0,#Trump #NoSharia #NoRefugees They do not support our values or our #Constitution #FGM #RobertsRooms https://t.co/PMLpDJL4ni,8.77890573084054E+017
6888,td,6916,0,0,0,0,1,@QueenSAVage97 @FresH_BoY_Will how you gonna compare sushi to pussy tho there ain't no dicks going in your sushi &#128514;,
15262,td,15290,0,0,0,0,1,Messy ass hoes  ain't your fucking friend !,
17716,td,17744,0,0,0,0,1,RT @FunnyPicsDepot: These 5th grade hoes ain't loyal http://t.co/hhPruzXR0J,
6061,td,6089,0,0,0,0,2,@JayJuice22 @Ish_MallyMal no song I've heard was good is what I mean by he's trash,
23002,td,23030,0,0,0,0,1,S/O To all the hoes waiting up for that goodnight text.. Bitch please that nigga don't love you,
2214,c,2235,0,0,0,0,2,@DrRogerMexico It's true. Seeing all those ISLAMIC TERRORISTS grabbing our women has driven us completely insane. A… https://t.co/jQJnw0wfVt,8.74966539631551E+017
20647,td,20675,0,0,0,0,1,RT @Z_MEGA: @Im_Yung_Jay grab me some bitches while u up there lmao oh and a belt ( fendi ),
6418,td,6446,0,0,0,0,1,@MIKEB_IN_THE_D you don't want to battle you shook cause ain't no such things as half way crooks ....bitch,
312,c,312,0,0,0,0,2,RT @hectormorenco: One picture resettled refugees in Texas and another picture homless Portland man living in street. #NoRefugees https://…,8.77559585912926E+017
11697,td,11725,0,0,0,0,1,Fuck that Dancehall shit thru that #TWERKTAPE on bitch,
7708,td,7736,0,0,0,0,0,@_Andrizzy_ aw drake is do you sit in the corner and cry when you listen to him? lmfao pussy dick rider how drakes cock taste faggot.,
1087,c,1095,0,0,0,0,2,They wanna stereotype blacks as a threat to society. Ok but you got other races marrying their own kids and killing their family,8.7729975817977E+017
25676,td,25704,0,0,0,0,0,You are a jiggaboo...!,
27050,td,27078,0,0,0,0,1,u a stupid hoe,
12318,td,12346,0,0,0,0,1,Hope y'all kno wen u eat pussy u one inch away from death.,
13023,td,13051,0,0,0,0,1,I just seen a hit bitch call a hit bitch ugly .. that shit be funny ctfu,
9547,td,9575,0,0,0,0,1,@tacalifornia wyo bitch,
11761,td,11789,0,0,0,0,1,Fucking hate ghetto girls bruh,
23618,td,23646,0,0,0,0,0,Stu a rape faced faggot man I'm sick of this nigga,
2300,c,2321,0,0,0,0,2,Gay asian bareback video https://t.co/s3Jc11om4J,8.7492159398998E+017
9144,td,9172,0,0,0,0,1,@moneydriven LOL such a nig,
13655,td,13683,0,0,0,0,1,I'm about to push this niggah off my seat trying to squish me and shit,
4639,td,4667,0,0,0,0,1,100 days til Christmas bitches,
5513,td,5541,0,0,0,0,1,@Dswizzle3 oh hell no u have no swag whats so ever not even a little bit with dem cheap ass pugs and why so have a rag on bitch u not black,
5138,td,5166,0,0,0,0,0,@Buckm00se true sand niggers &amp; bum Brits claim he's a ATG hall of fame legend smh,
12282,td,12310,0,0,0,0,1,Hoes be like my niggas can't have no hoes... but that how he meet yo ass!,
23100,td,23128,0,0,0,0,0,Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed,
5100,td,5128,0,0,0,0,0,@BreeOlson @Gingerbeard66 your a nasty nigger whore,
6526,td,6554,0,0,0,0,1,@Midnight_Snacka bitch when r u going to get ur round I just fucking said this just proving my point,
866,c,866,0,0,0,0,2,Stop Saudi funded wahibbist mosques from spreading hate https://t.co/chorg2sD0a,8.77205522302325E+017
17233,td,17261,0,0,0,0,1,RT @Crownthatbitch: Your pussy so bomb I call it dynamite,
10347,td,10375,0,0,0,0,1,Bad bitches hate broke niggaz.,
16839,td,16867,0,0,0,0,1,RT @BlackNerdJade: #rapeyass RT @FireinFreetown: Uh..not rape her bitch nigga? RT @latry: You see her passed out drunk what do you do? ht&#8230;,
8813,td,8841,0,0,0,0,1,@kelvinkayyy safe bruv welcum to twitter my niggur,
9527,td,9555,0,0,0,0,1,@summerdawn_1996 #NudesAreMyLife omfg that's mine faggot,
4972,td,5000,0,0,0,0,1,@BallOut057 I'm otp bitch hold on,
5665,td,5693,0,0,0,0,2,@GabeJGonzalez @RPopBox and a prime Leija would trash most of these 140 dudes today!,
25529,td,25557,0,0,0,0,2,Yankees season over tho. So yeah.,
23550,td,23578,0,0,0,0,1,Spark these bitches interests.,
8295,td,8323,0,0,0,0,0,@djfeds suck my dick tacos el negro better,
9198,td,9226,0,0,0,0,1,@nicolleashby now I'm chewy high with a hard ass dick. Ooh there goes my pager could it be a trick bitch?,
11490,td,11518,0,0,0,0,1,"Fat bitches Twitter names be "" PrincessCookieNeckBackCrack "" lmaoo &#128514;&#128514;&#128514;",
8936,td,8964,0,0,0,0,1,@kingtaylorxx @chanelisabeth I'm a boss ass bitch bitch bitch bitch bitch,
12691,td,12719,0,0,0,0,1,I dont got no type... Bad bitches is the only thang that i like! You aint got no life.. Cups with the ice and we do this every night!&#127926;,
19002,td,19030,0,0,0,0,1,RT @MyNameIsArii_: boats and hoes.,
6178,td,6206,0,0,0,0,1,@KINGDOMMINDED__ @_lostb0y fuck off my pussy boi bitch,
26040,td,26068,0,0,0,0,1,big bitches be sayin why yo eyes all on my stomach? Bitch why yo stomach all in my eyes,
15947,td,15975,0,0,0,0,2,Obama mocked the special Olympics Wendy Davis mocks the handicapped do ya see a pattern? Democrats #tcot #UniteBlue,
15938,td,15966,0,0,0,0,0,OMG @FrannyHilIson: @pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams,
5934,td,5962,0,0,0,0,1,@InEyeAleE Son. We the sammich family out this bitch. She KNOW Joey love sammiches.,
3789,td,3817,0,0,0,0,2,&#8220;@Kik2Clean: Brah Wiz cheated &#128514;&#128557; http://t.co/OZ2PnDNGJ0&#8221; she had hair like a dyke..... Uh.. Duh?,
3580,td,3608,0,0,0,0,1,&#8220;@BookerTweet_: There's starving children in Africa but this bitch using bananas to plug her butt hole smh http://t.co/DjPgA7QAy5&#8221; wtf?&#128514;&#128514;,
24858,td,24886,0,0,0,0,2,Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance either. Think about queer Alabamian kids today?,
17691,td,17719,0,0,0,0,1,RT @FuckBoiRik: Ok seriously fuck the people who slam on their breaks when the light turns yellow. FLOOR THAT SHIT BITCH,
19605,td,19633,0,0,0,0,1,"RT @SUCKEDOFF: ""wtf ling ling did you at least calculate the circumference when you threw that ass in a circle?"" http://t.co/v2L7GMVA8T",
9645,td,9673,0,0,0,0,1,@tupacselenas bitch smd,
2325,c,2346,0,0,0,0,2,"Islamic State fanatic emailed the PM's office threatening to ""wage jihad"" before getting job on Crossrail https://t.co/tRXLleFxUk",8.75042653611581E+017
19294,td,19322,0,0,0,0,1,RT @Papa_Erwin: This beat deserves Hennessey a bad bitch &amp; a bag of weed. The Holy Trinity,
11790,td,11818,0,0,0,0,1,GOAT RT @DBlockDeuce_215 Nitty had bitches rubbin his beard and stomach at the same time in Jollies.. LEGENDARY,
1791,c,1811,0,0,0,0,2,@shayliot netflix accidentally put the movie under the gay and lesbian genre,8.74884496868467E+017
23828,td,23856,0,0,0,0,1,That hoe beefing over tunchi chillllll ouutttt,
11627,td,11655,0,0,0,0,1,Fresh polo on you bitches,
